model,item,domain,truth,failing_param,summary_words,ret_policy,fail_retained,any_policy_lost,gist_flag,decision,decision_correct,which,which_raw,which_abstain,which_abstain_raw,which_correct,which_confab,abstained,repair_param,repair_ok,repair_specific,nn_decision,nn_decision_correct,incoherent
haiku,v5item33,data-center failover,APPROVED,,16,0.0,,True,True,DENIED,False,UNMATCHED,s,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,UPS reserve charge,True,True,DENIED,False,False
haiku,v5item34,vaccine lot release,DENIED,particulate burden index,17,0.0,False,True,False,APPROVED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,sterility clarity index,False,True,DENIED,True,False
haiku,v5item35,bridge load test,APPROVED,,24,1.0,,False,False,APPROVED,True,NONE,NONE,NONE,NONE,True,False,False,vibration amplitude,True,True,DENIED,False,False
haiku,v5item36,satellite launch,DENIED,telemetry downlink margin,20,0.6666666666666666,True,True,False,DENIED,True,telemetry downlink margin,telemetry downlink margin,UNMATCHED,is not provided in the notes,True,False,False,,False,True,DENIED,True,False
haiku,v5item37,chemical batch release,DENIED,catalyst moisture content,25,0.3333333333333333,True,True,False,DENIED,True,catalyst moisture content,catalyst moisture,catalyst moisture content,catalyst moisture content,True,False,False,,False,True,DENIED,True,False
haiku,v5item38,rail switch deployment,APPROVED,,18,0.0,,True,False,DENIED,False,UNMATCHED,s:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,detection loop sensitivity,True,True,DENIED,False,False
haiku,v5item39,data-center failover,DENIED,DNS failover propagation time,16,0.3333333333333333,False,True,True,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,transfer switch actuation time,False,True,DENIED,True,True
haiku,v5item40,vaccine lot release,APPROVED,,15,0.3333333333333333,,True,False,APPROVED,True,NONE,NONE,NONE,NONE,True,False,False,cumulative cold-chain excursion,True,True,DENIED,False,False
haiku,v5item41,bridge load test,DENIED,gust speed during test,18,0.3333333333333333,False,True,False,DENIED,True,UNMATCHED,"s (gust speed and vibration amplitude) are missing from the test data and cannot be confirmed as meeting the policy requirements, the certification cannot be APPROVED. The decision would be DENIED due to missing/unverified parameters",UNMATCHED,s (gust speed and vibration amplitude) are missing,False,False,False,gust speed during test,True,True,DENIED,True,False
haiku,v5item42,satellite launch,APPROVED,,19,0.6666666666666666,,True,False,DENIED,False,UNMATCHED,"cannot be verified and the policy requires it to be ""at most 3.9 kPa,"" the launch cannot be approved",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,telemetry downlink margin,True,True,APPROVED,True,False
haiku,v5item43,chemical batch release,APPROVED,,21,0.6666666666666666,,True,False,APPROVED,True,NONE,NONE,NONE,NONE,True,False,False,cooling loop flow rate,True,True,DENIED,False,False
haiku,v5item44,rail switch deployment,DENIED,lubrication film thickness,18,0.0,False,True,False,DENIED,True,UNMATCHED,s,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,,False,True,APPROVED,False,False
haiku,v5item45,data-center failover,APPROVED,,16,0.6666666666666666,,True,True,DENIED,False,UNMATCHED,cannot be verified as meeting the requirement,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,,False,True,DENIED,False,False
haiku,v5item46,vaccine lot release,APPROVED,,17,0.0,,True,False,DENIED,False,UNMATCHED,s specified in the policy against the case notes:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,freezer alarm response time,True,True,DENIED,False,False
haiku,v5item47,bridge load test,APPROVED,,19,0.0,,True,False,DENIED,False,UNMATCHED,"s correspond to the three required conditions (expansion joint gap, deck temperature differential, or gust speed). The case notes do not contain the necessary measurements to evaluate the policy conditions",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,expansion joint gap,False,True,DENIED,False,False
haiku,v5item48,satellite launch,DENIED,thermal blanket coverage,14,0.0,False,True,True,DENIED,True,UNMATCHED,s. Without actual readings for:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,propellant tank ullage pressure,False,True,APPROVED,False,False
haiku,v5item49,chemical batch release,DENIED,condenser outlet temperature,18,0.0,False,True,False,DENIED,True,UNMATCHED,"s nominal"" but do not provide specific readings for these three critical parameters",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,seal integrity margin,False,True,DENIED,True,False
haiku,v5item50,rail switch deployment,APPROVED,,19,0.0,,True,False,DENIED,False,UNMATCHED,s:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,,False,True,APPROVED,True,False
haiku,v5item51,data-center failover,APPROVED,,16,0.0,,True,True,DENIED,False,UNMATCHED,"s required by the policy are present in the case notes. Since the required parameters cannot be verified, and the policy requires ALL three conditions to be met for approval, the decision is",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,standby link utilization,False,True,DENIED,False,False
haiku,v5item52,vaccine lot release,APPROVED,,16,0.3333333333333333,,True,False,DENIED,False,UNMATCHED,"s missing from the data, the release cannot be approved",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,stability composite score,False,True,DENIED,False,False
haiku,v5item53,bridge load test,DENIED,expansion joint gap,18,0.0,False,True,False,DENIED,True,UNMATCHED,"s are specified in the case notes, I cannot confirm that all three conditions are met. The decision must be DENIED",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,load distribution factor,False,True,DENIED,True,False
haiku,v5item54,satellite launch,APPROVED,,29,0.6666666666666666,,True,False,APPROVED,True,UNMATCHED,"whose reading caused the denial.""",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,umbilical retract time,False,True,DENIED,False,False
haiku,v5item55,chemical batch release,DENIED,seal integrity margin,21,0.0,False,True,False,DENIED,True,UNMATCHED,s against the policy thresholds:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,,False,False,DENIED,True,False
haiku,v5item56,rail switch deployment,APPROVED,,18,0.0,,True,False,DENIED,False,UNMATCHED,s:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,detection loop sensitivity,True,True,DENIED,False,False
haiku,v5item57,data-center failover,APPROVED,,19,0.0,,True,True,DENIED,False,UNMATCHED,"s required by the policy are documented in the case notes. Since I cannot confirm that all three conditions are met (standby CPU headroom ≥ 43.6% AND storage array rebuild margin ≥ 31.6% AND generator fuel reserve ≥ 12 hours), the failover cutover must be DENIED",INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,,False,True,DENIED,False,False
haiku,v5item58,vaccine lot release,APPROVED,,17,0.0,,True,False,DENIED,False,UNMATCHED,s for the approval decision are provided in the case notes:,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,lyophilization residual moisture,False,True,DENIED,False,False
haiku,v5item59,bridge load test,APPROVED,,31,0.6666666666666666,,True,False,APPROVED,True,UNMATCHED,whose reading caused the denial. The gust speed parameter is missing entirely,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,maximum crack width,True,True,DENIED,False,False
gpt,v5item00,satellite launch,DENIED,propellant tank ullage pressure,13,0.0,False,True,True,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,pad ambient wind speed,False,True,DENIED,True,True
gpt,v5item01,chemical batch release,DENIED,discharge line conductivity,16,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,nitrogen blanket pressure,False,True,DENIED,True,True
gpt,v5item02,rail switch deployment,APPROVED,,15,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,point blade wear,False,True,DENIED,False,True
gpt,v5item03,data-center failover,DENIED,UPS reserve charge,21,0.0,False,True,True,DENIED,True,UPS reserve charge,UPS reserve charge,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,UPS reserve charge,True,True,DENIED,True,False
gpt,v5item04,vaccine lot release,APPROVED,,18,0.0,,True,True,DENIED,False,sterility clarity index,sterility clarity index,sterility clarity index,sterility clarity index,False,True,False,sterility clarity index,False,True,DENIED,False,False
gpt,v5item05,bridge load test,APPROVED,,19,0.3333333333333333,,True,False,DENIED,False,NONE,NONE,NONE,NONE,True,False,False,peak midspan deflection,False,True,DENIED,False,True
gpt,v5item06,satellite launch,DENIED,umbilical retract time,15,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,telemetry downlink margin,False,True,DENIED,True,True
gpt,v5item07,chemical batch release,DENIED,filtrate turbidity,14,0.3333333333333333,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,reactor jacket temperature,False,True,DENIED,True,True
gpt,v5item08,rail switch deployment,APPROVED,,16,1.0,,False,False,DENIED,False,NONE,NONE,NONE,NONE,True,False,False,point blade wear,True,True,DENIED,False,True
gpt,v5item09,data-center failover,DENIED,generator fuel reserve,23,0.6666666666666666,True,True,True,DENIED,True,generator fuel reserve,generator fuel reserve,generator fuel reserve,generator fuel,True,False,False,generator fuel reserve,True,True,DENIED,True,False
gpt,v5item10,vaccine lot release,DENIED,label reconciliation rate,17,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,stability composite score,False,True,DENIED,True,True
gpt,v5item11,bridge load test,DENIED,anchor bolt torque,14,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,anchor bolt torque,True,True,DENIED,True,True
gpt,v5item12,satellite launch,DENIED,star tracker residual,18,0.3333333333333333,False,True,False,DENIED,True,NONE,NONE,NONE,NONE,False,False,False,star tracker residual,True,True,DENIED,True,True
gpt,v5item13,chemical batch release,APPROVED,,15,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,batch purity assay,True,True,DENIED,False,True
gpt,v5item14,rail switch deployment,APPROVED,,16,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,ballast compaction index,False,True,DENIED,False,True
gpt,v5item15,data-center failover,DENIED,storage array rebuild margin,17,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,chilled water supply temperature,False,True,DENIED,True,True
gpt,v5item16,vaccine lot release,APPROVED,,18,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,diluent conductivity,True,True,DENIED,False,True
gpt,v5item17,bridge load test,APPROVED,,16,0.3333333333333333,,True,False,DENIED,False,pier settlement reading,pier settlement,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,True,pier settlement reading,True,True,DENIED,False,False
gpt,v5item18,satellite launch,APPROVED,,23,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,guidance regression pass rate,False,True,DENIED,False,True
gpt,v5item19,chemical batch release,DENIED,condenser outlet temperature,14,0.3333333333333333,True,True,False,DENIED,True,condenser outlet temperature,condenser outlet temperature,condenser outlet temperature,condenser outlet temperature,True,False,False,condenser outlet temperature,True,True,DENIED,True,False
gpt,v5item20,rail switch deployment,APPROVED,,16,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,crossing angle tolerance,False,True,DENIED,False,True
gpt,v5item21,data-center failover,DENIED,chilled water supply temperature,17,0.0,False,True,True,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,rack inlet temperature,False,True,DENIED,True,True
gpt,v5item22,vaccine lot release,DENIED,seal torque retention,15,0.3333333333333333,False,True,False,DENIED,True,seal torque retention,seal torque retention,seal torque retention,seal torque retention,True,False,False,seal torque retention,True,True,DENIED,True,False
gpt,v5item23,bridge load test,DENIED,rebar cover depth,15,0.3333333333333333,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,bearing seat rotation,False,True,DENIED,True,True
gpt,v5item24,satellite launch,DENIED,backup battery charge,15,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,guidance regression pass rate,False,True,DENIED,True,True
gpt,v5item25,chemical batch release,DENIED,condenser outlet temperature,17,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,condenser outlet temperature,True,True,DENIED,True,True
gpt,v5item26,rail switch deployment,DENIED,track gauge deviation,17,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,track gauge deviation,False,True,DENIED,True,True
gpt,v5item27,data-center failover,DENIED,generator fuel reserve,14,0.0,False,True,True,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,standby CPU headroom,False,True,DENIED,True,True
gpt,v5item28,vaccine lot release,APPROVED,,17,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,seal torque retention,False,True,DENIED,False,True
gpt,v5item29,bridge load test,APPROVED,,18,0.3333333333333333,,True,False,DENIED,False,maximum crack width,crack width,pier settlement reading,pier settlement,False,True,False,maximum crack width,False,True,DENIED,False,False
gpt,v5item30,satellite launch,DENIED,sensor calibration offset,15,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,umbilical retract time,False,True,DENIED,True,True
gpt,v5item31,chemical batch release,APPROVED,,14,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,nitrogen blanket pressure,False,True,DENIED,False,True
gpt,v5item32,rail switch deployment,DENIED,interlock relay voltage,14,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,cable insulation resistance,False,True,DENIED,True,True
gpt,v5item33,data-center failover,APPROVED,,18,0.0,,True,True,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,disk queue depth index,False,True,DENIED,False,True
gpt,v5item34,vaccine lot release,DENIED,particulate burden index,16,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,sterility clarity index,False,True,DENIED,True,True
gpt,v5item35,bridge load test,APPROVED,,16,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,vibration amplitude,True,True,DENIED,False,True
gpt,v5item36,satellite launch,DENIED,telemetry downlink margin,15,0.3333333333333333,False,True,False,DENIED,True,telemetry downlink margin,telemetry downlink margin,telemetry downlink margin,telemetry downlink margin,True,False,False,telemetry downlink margin,True,True,DENIED,True,False
gpt,v5item37,chemical batch release,DENIED,catalyst moisture content,16,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,filtrate turbidity,False,True,DENIED,True,True
gpt,v5item38,rail switch deployment,APPROVED,,13,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,detection loop sensitivity,False,True,DENIED,False,True
gpt,v5item39,data-center failover,DENIED,DNS failover propagation time,16,0.0,False,True,True,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,transfer switch actuation time,False,True,DENIED,True,True
gpt,v5item40,vaccine lot release,APPROVED,,15,0.6666666666666666,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,particulate burden index,False,True,DENIED,False,True
gpt,v5item41,bridge load test,DENIED,gust speed during test,14,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,gust speed during test,True,True,DENIED,True,True
gpt,v5item42,satellite launch,APPROVED,,14,0.0,,True,False,DENIED,False,avionics bus load,avionics bus load,avionics bus load,avionics bus load,False,True,False,avionics bus load,False,True,DENIED,False,False
gpt,v5item43,chemical batch release,APPROVED,,17,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,nitrogen blanket pressure,False,True,DENIED,False,True
gpt,v5item44,rail switch deployment,DENIED,lubrication film thickness,14,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,point blade wear,False,True,DENIED,True,True
gpt,v5item45,data-center failover,APPROVED,,15,0.0,,True,True,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,rack inlet temperature,True,True,DENIED,False,True
gpt,v5item46,vaccine lot release,APPROVED,,13,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,freezer alarm response time,False,True,DENIED,False,True
gpt,v5item47,bridge load test,APPROVED,,30,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,expansion joint gap,False,True,DENIED,False,True
gpt,v5item48,satellite launch,DENIED,thermal blanket coverage,16,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,propellant tank ullage pressure,False,True,DENIED,True,True
gpt,v5item49,chemical batch release,DENIED,condenser outlet temperature,15,0.0,False,True,False,DENIED,True,seal integrity margin,seal integrity margin,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,True,True,seal integrity margin,False,True,DENIED,True,False
gpt,v5item50,rail switch deployment,APPROVED,,13,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,detection loop sensitivity,False,True,DENIED,False,True
gpt,v5item51,data-center failover,APPROVED,,18,0.0,,True,True,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,standby link utilization,False,True,DENIED,False,True
gpt,v5item52,vaccine lot release,APPROVED,,17,0.3333333333333333,,True,False,DENIED,False,diluent conductivity,diluent conductivity,diluent conductivity,diluent conductivity,False,True,False,diluent conductivity,False,True,DENIED,False,False
gpt,v5item53,bridge load test,DENIED,expansion joint gap,15,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,load distribution factor,False,True,DENIED,True,True
gpt,v5item54,satellite launch,APPROVED,,15,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,umbilical retract time,False,True,DENIED,False,True
gpt,v5item55,chemical batch release,DENIED,seal integrity margin,14,0.0,False,True,False,DENIED,True,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,catalyst moisture content,False,True,DENIED,True,True
gpt,v5item56,rail switch deployment,APPROVED,,17,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,lubrication film thickness,False,True,DENIED,False,True
gpt,v5item57,data-center failover,APPROVED,,16,0.0,,True,True,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,standby CPU headroom,False,True,DENIED,False,True
gpt,v5item58,vaccine lot release,APPROVED,,15,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,lyophilization residual moisture,False,True,DENIED,False,True
gpt,v5item59,bridge load test,APPROVED,,12,0.3333333333333333,,True,False,DENIED,False,NONE,NONE,NONE,NONE,True,False,False,maximum crack width,True,True,DENIED,False,True
gemlite,v5item00,satellite launch,DENIED,propellant tank ullage pressure,18,0.0,False,True,False,DENIED,True,UNMATCHED,that,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,False,False,True,pad ambient wind speed,False,True,DENIED,True,False
gemlite,v5item01,chemical batch release,DENIED,discharge line conductivity,19,0.3333333333333333,False,True,False,APPROVED,False,UNMATCHED,is not provided in the case notes,UNMATCHED,that caused a denial,False,False,False,reactor jacket temperature,False,True,DENIED,True,False
gemlite,v5item02,rail switch deployment,APPROVED,,10,0.0,,True,False,DENIED,False,NONE,NONE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,False,True,,False,False,APPROVED,True,True
gemlite,v5item03,data-center failover,DENIED,UPS reserve charge,23,0.0,False,True,True,,False,,,,,False,False,False,,False,False,,False,False
